year,hauljoin,stationid,stratum,spp,lat,long,wgtcpue_kg_ha
1982,955,D-18,50,40500,56.01167,-168.235,0
1982,956,C-18,50,40500,55.67867,-168.196,0
1982,958,F-20,32,40500,56.66033,-169.5015,0
1982,960,GF2120,42,40500,56.842,-169.92817,0
1982,962,G-20,42,40500,57.015,-169.52283,0
1982,963,HG2120,42,40500,57.142,-169.90583,0
1982,964,H-20,42,40500,57.31667,-169.60833,0
1982,965,IH2120,42,40500,57.48983,-169.97567,0
1982,966,I-20,42,40500,57.66583,-169.67833,0
1982,967,JI2120,42,40500,57.83583,-169.9935,0
1982,968,J-20,42,40500,58.00233,-169.69783,0
1982,969,K-20,41,40500,58.32433,-169.72683,0
1982,970,L-20,41,40500,58.65433,-169.781,0
1982,971,M-20,41,40500,58.98767,-169.839,0
1982,972,N-20,41,40500,59.32233,-169.87017,0
1982,973,O-20,41,40500,59.66117,-169.898,0
1982,974,P-20,41,40500,59.99767,-169.96733,0
1982,975,Q-20,20,40500,60.32317,-169.96567,0
1982,976,Q-22,41,40500,60.3425,-171.35017,0
1982,977,P-22,41,40500,60.01133,-171.31533,0
1982,978,O-22,41,40500,59.68317,-171.249,0
1982,979,N-22,41,40500,59.3435,-171.19633,0
1982,980,M-22,41,40500,59.01183,-171.13683,0
1982,981,L-22,41,40500,58.67817,-171.08633,0
1982,982,K-22,41,40500,58.34233,-171.01917,0
1982,983,J-22,42,40500,58.01267,-170.97133,0
1982,984,I-22,42,40500,57.6635,-170.89517,0
1982,986,H-22,42,40500,57.365,-170.87167,0
1982,987,G-22,42,40500,57.01167,-170.78833,0
1982,988,F-22,61,40500,56.67983,-170.73967,0
1982,989,E-22,61,40500,56.34417,-170.6825,0
1982,990,F-24,61,40500,56.674,-171.9685,0
1982,992,G-24,61,40500,57.01617,-171.9675,0
1982,993,H-24,61,40500,57.325,-172.09417,0
1982,994,I-24,61,40500,57.665,-172.15333,0
1982,995,J-24,61,40500,58.0025,-172.23283,0
1982,996,K-24,61,40500,58.338,-172.30067,0
1982,997,L-24,61,40500,58.65633,-172.3625,0
1982,998,M-24,41,40500,58.9905,-172.429,0
1982,999,N-24,43,40500,59.32167,-172.4975,0
1982,1000,O-24,43,40500,59.6595,-172.56367,0
1982,1001,P-24,43,40500,59.99433,-172.65,0
1982,1002,R-26,41,40500,60.66483,-174.14067,0
1982,1003,Q-26,43,40500,60.33517,-174.07083,0
1982,1004,P-26,43,40500,60.012,-173.9585,0
1982,1005,O-26,62,40500,59.6795,-173.88083,0
1982,4203,J-15,10,40500,58.00667,-158.92433,0
1982,4204,I-15,10,40500,57.68067,-159.01867,0
1982,4205,H-15,10,40500,57.33917,-159.08733,0
1982,4207,G-15,10,40500,57.00467,-159.09633,0
1982,4208,F-13,31,40500,56.67067,-160.34967,0
1982,4209,G-13,31,40500,56.982,-160.33467,0
1982,4210,H-13,31,40500,57.31517,-160.29783,0
1982,4211,I-13,31,40500,57.64467,-160.26067,0
1982,4212,J-13,10,40500,57.986,-160.20333,0
1982,4214,E-11,10,40500,56.31817,-161.6365,0
1982,4215,F-11,31,40500,56.65617,-161.58117,0
1982,4216,G-11,31,40500,56.98617,-161.5835,0
1982,4218,H-11,31,40500,57.33217,-161.57967,0
1982,4219,I-11,10,40500,57.65217,-161.48283,0
1982,4220,J-11,10,40500,57.97917,-161.47933,0
1982,4221,K-11,10,40500,58.2665,-161.402,0
1982,4222,L-09,10,40500,58.66567,-162.70183,0
1982,4223,K-09,10,40500,58.3545,-162.71867,0
1982,4224,J-09,10,40500,58.0275,-162.7485,0
1982,4225,I-09,10,40500,57.7,-162.75333,0
1982,4226,H-09,10,40500,57.34417,-162.767,0
1982,4227,G-09,31,40500,57.01783,-162.7815,0
1982,4228,F-09,31,40500,56.68867,-162.786,0
1982,4229,E-09,31,40500,56.35433,-162.798,0
1982,4230,D-09,31,40500,56.02083,-162.8055,0
1982,4231,C-09,10,40500,55.70167,-162.82467,0
1982,4232,B-07,31,40500,55.33983,-163.98083,0
1982,4233,C-07,31,40500,55.646,-164.0075,0
1982,4235,D-07,31,40500,56.00133,-164.00817,0
1982,4236,E-07,31,40500,56.3145,-163.998,0
1982,4237,F-07,31,40500,56.665,-164,0
1982,4238,G-07,31,40500,57.001,-163.99417,0
1982,4239,H-07,31,40500,57.31867,-163.99383,0
1982,4240,I-07,10,40500,57.65017,-163.992,0
1982,4241,J-07,10,40500,57.98117,-164.00067,0
1982,4243,K-07,10,40500,58.33267,-163.99517,0
1982,4244,L-07,10,40500,58.66917,-163.99,0
1982,4245,M-07,10,40500,58.9905,-163.99483,0
1982,4246,N-07,10,40500,59.31,-163.99667,0
1982,4247,N-05,20,40500,59.33483,-165.27483,0
1982,4248,M-05,10,40500,59.0155,-165.29883,0
1982,4249,L-05,10,40500,58.68183,-165.29967,0
1982,4250,K-05,10,40500,58.349,-165.28883,0
1982,4251,J-05,10,40500,58.01533,-165.24683,0
1982,4252,I-05,31,40500,57.68283,-165.24933,0
1982,4253,H-05,31,40500,57.35033,-165.249,0
1982,4254,G-05,31,40500,57.018,-165.21617,0
1982,4255,F-05,31,40500,56.6815,-165.196,0
1982,4256,E-05,31,40500,56.34433,-165.19817,0
1982,4257,D-05,31,40500,56.0155,-165.17767,0
1982,4258,C-05,31,40500,55.686,-165.15117,0
1982,4259,B-05,50,40500,55.34833,-165.1655,0
1982,4260,A-05,50,40500,55.0105,-165.159,0
1982,4261,A-03,50,40500,55.01017,-166.34633,0.532629724
1982,4262,B-03,50,40500,55.31267,-166.34683,3.057858618
1982,4263,C-03,50,40500,55.64783,-166.37883,0
1982,4264,D-03,50,40500,55.98383,-166.4025,0.994903844
1982,4265,E-03,31,40500,56.31917,-166.4145,6.489407276
1982,4266,F-03,31,40500,56.6455,-166.43,1.326601322
1982,4267,G-03,31,40500,56.97717,-166.46133,0.292857136
1982,4268,H-03,31,40500,57.31067,-166.48033,0.143692719
1982,4269,I-03,31,40500,57.7355,-166.53083,0
1982,4270,J-03,31,40500,57.98533,-166.51633,0
1982,4271,K-03,10,40500,58.326,-166.56433,0
1982,4272,L-03,20,40500,58.65783,-166.56683,0
1982,4273,M-03,20,40500,58.97817,-166.57883,0
1982,4274,N-03,20,40500,59.33817,-166.6145,0
1982,4275,O-03,20,40500,59.65917,-166.64017,0
1982,4276,Q-01,20,40500,60.33417,-167.9875,0
1982,4277,P-01,20,40500,60.01817,-167.9745,0
1982,4278,O-01,20,40500,59.67683,-167.94817,0
1982,4279,N-01,20,40500,59.35667,-167.91667,0
1982,4280,M-01,20,40500,59.00667,-167.87833,0
1982,4281,L-01,20,40500,58.68367,-167.87033,0
1982,4282,K-01,41,40500,58.35417,-167.83567,0
1982,4283,J-01,41,40500,58.04117,-167.78867,0
1982,4284,I-01,31,40500,57.68383,-167.759,0
1982,4285,H-01,31,40500,57.37183,-167.739,0
1982,4286,G-01,31,40500,56.988,-167.71483,0
1982,4287,F-01,31,40500,56.68167,-167.66483,0
1982,4288,E-01,50,40500,56.34333,-167.648,0
1982,4289,D-01,50,40500,56.01283,-167.61633,0
1982,4290,C-01,50,40500,55.72,-167.5475,0
1982,4291,E-19,50,40500,56.33667,-168.88133,0
1982,4292,F-19,32,40500,56.6515,-168.8945,0
1982,4293,GF2019,32,40500,56.82833,-169.31933,0
1982,4294,G-19,32,40500,56.98,-168.99567,0
1982,4295,HG2019,42,40500,57.14733,-169.33217,0
1982,4296,H-19,42,40500,57.31483,-169.022,0
1982,4297,IH2019,42,40500,57.4925,-169.295,0
1982,4298,I-19,42,40500,57.66683,-169.07167,0
1982,4299,JI2019,42,40500,57.81817,-169.30317,0
1982,4300,J-19,42,40500,58.008,-169.0495,0
1982,4301,K-19,41,40500,58.31383,-169.11733,0
1982,4302,L-19,41,40500,58.64317,-169.14933,0
1982,4303,M-19,41,40500,58.98417,-169.183,0
1982,4304,N-19,20,40500,59.31283,-169.23083,0
1982,4305,O-19,20,40500,59.65,-169.2645,0
1982,4306,P-19,20,40500,59.991,-169.31617,0
1982,4307,Q-19,20,40500,60.29867,-169.3335,0
1982,4308,Q-21,41,40500,60.33817,-170.62317,0
1982,4309,P-21,41,40500,60.01733,-170.6285,0.086217339
1982,4310,O-21,41,40500,59.68183,-170.58417,0
1982,4311,N-21,41,40500,59.35717,-170.54483,0
1982,4312,M-21,41,40500,59.02167,-170.48783,0
1982,4313,L-21,41,40500,58.68867,-170.43967,0
1982,4314,K-21,41,40500,58.35783,-170.38483,0
1982,4315,J-21,42,40500,58.0245,-170.32933,0.428483261
1982,4316,JI2221,42,40500,57.8525,-170.58583,0
1982,4317,I-21,42,40500,57.68367,-170.29783,0
1982,4318,IH2221,42,40500,57.5145,-170.55167,0
1982,4319,H-21,42,40500,57.357,-170.28,0.033360273
1982,4320,G-21,42,40500,57.00233,-170.1805,0
1982,4321,GF2221,42,40500,56.8525,-170.44867,0
1982,4322,F-21,42,40500,56.67217,-170.13367,0
1982,4323,E-21,50,40500,56.345,-170.067,0
1982,4324,F-23,61,40500,56.662,-171.33117,0
1982,4325,G-23,61,40500,56.9805,-171.40833,0
1982,4326,H-23,41,40500,57.31417,-171.45967,0
1982,4327,I-23,41,40500,57.6735,-171.5105,0
1982,4328,J-23,41,40500,57.97783,-171.59183,0
1982,4329,K-23,41,40500,58.29667,-171.6405,0
1982,4330,L-23,41,40500,58.69917,-171.7205,0
1982,4331,M-23,41,40500,58.98033,-171.775,0
1982,4332,N-23,43,40500,59.31133,-171.82617,0
1982,4333,O-23,43,40500,59.646,-171.8875,0
1982,4334,P-23,43,40500,59.963,-171.95667,0
1982,4335,Q-23,43,40500,60.37683,-172.194,0
1982,4336,R-23,41,40500,60.59167,-172.103,0
1982,4337,R-24,41,40500,60.66817,-172.72233,0
1982,4338,R-25,41,40500,60.64267,-173.33017,0
1982,4339,Q-25,43,40500,60.31983,-173.39167,0.094072021
1982,4340,P-25,43,40500,59.978,-173.27817,0
1982,4341,I-25,61,40500,57.74267,-172.81617,0
1982,4343,F-25,61,40500,56.67933,-172.6305,0
1982,4344,G-26,61,40500,57.0305,-173.2815,0
1982,4345,G-25,61,40500,57.01583,-172.69083,0
1982,4346,H-25,61,40500,57.3195,-172.72033,0
1982,4347,H-26,61,40500,57.3425,-173.27,0
1982,4348,I-26,61,40500,57.656,-173.37867,0
1982,4349,J-26,61,40500,57.97467,-173.4825,0
1982,4350,J-25,61,40500,58.01,-172.89683,0
1982,4351,K-25,61,40500,58.3545,-172.93867,0
1982,4352,L-25,61,40500,58.63567,-172.96983,0
1982,4353,M-25,61,40500,59.028,-173.087,0
1982,4354,N-25,43,40500,59.32317,-173.17517,0
1982,4355,O-25,43,40500,59.67183,-173.25283,0
1982,4356,N-26,62,40500,59.31083,-173.8055,0
1982,4357,M-26,61,40500,58.92583,-173.62083,0
1982,4358,L-26,61,40500,58.68117,-173.635,0
1982,4359,K-26,61,40500,58.34383,-173.59433,0
1982,4360,K-27,61,40500,58.37417,-174.287,0
1982,4361,L-27,61,40500,58.67267,-174.29,0
1982,4370,M-27,61,40500,59.04583,-174.3265,0
1982,4371,N-27,62,40500,59.32717,-174.45183,0
1982,4372,O-27,62,40500,59.67533,-174.4755,0
1982,4373,P-27,62,40500,60.008,-174.57767,0
1982,4374,Q-27,62,40500,60.3275,-174.72417,0
1982,4375,R-27,41,40500,60.69417,-174.809,0
1982,4387,R-28,61,40500,60.66617,-175.498,0
1982,4388,Q-28,61,40500,60.27567,-175.37283,0
1982,4389,P-28,61,40500,60.00933,-175.33167,0
1982,4390,O-28,61,40500,59.66,-175.1725,0
1982,4391,N-28,61,40500,59.335,-175.14183,0
1982,4392,M-28,61,40500,59.03517,-175.0605,0
1982,4393,L-28,61,40500,58.69617,-174.99517,0
1982,4394,L-29,61,40500,58.68033,-175.53917,0
1982,4395,M-29,61,40500,58.9545,-175.74583,0
1982,4396,N-29,61,40500,59.32467,-175.79817,0
1982,4397,O-29,61,40500,59.67817,-175.9205,0
1982,4398,P-29,61,40500,59.9515,-175.96367,0
1982,4399,Q-29,61,40500,60.304,-176.06217,0
1982,4400,R-29,61,40500,60.65167,-176.25,0
1982,4408,R-30,61,40500,60.67883,-176.8475,0
1982,4409,Q-30,61,40500,60.339,-176.76517,0
1982,4410,P-30,61,40500,60.04033,-176.74167,0
1982,4411,O-30,61,40500,59.683,-176.58367,0
1982,4412,N-30,61,40500,59.36817,-176.45033,0
1982,4413,M-30,61,40500,59.02767,-176.3685,0
1982,4414,L-30,61,40500,58.706,-176.30183,0
1982,4415,L-31,61,40500,58.6995,-176.91167,0
1982,4416,M-31,61,40500,58.97933,-177.00917,0
1982,4417,M-32,61,40500,58.99667,-177.58383,0
1982,4418,N-31,61,40500,59.30683,-177.156,0
1982,4419,O-31,61,40500,59.63117,-177.18517,0
1982,4420,P-31,61,40500,59.96133,-177.24517,0
1983,1137,F-14,10,40500,56.6565,-159.75717,0
1983,1138,G-14,10,40500,56.993,-159.70933,0
1983,1139,H-14,10,40500,57.30917,-159.68333,0
1983,1140,I-14,10,40500,57.65967,-159.61833,0
1983,1141,J-14,10,40500,57.9895,-159.59783,0
1983,1142,K-14,10,40500,58.31533,-159.5405,0
1983,1143,K-12,10,40500,58.32983,-160.73383,0
1983,1144,J-12,10,40500,58.01167,-160.85683,0
1983,1145,I-12,31,40500,57.679,-160.882,0
1983,1146,H-12,31,40500,57.34,-160.9475,0
1983,1147,G-12,31,40500,57.00933,-160.95983,0
1983,1148,F-12,31,40500,56.67267,-160.98983,0
1983,1149,E-12,10,40500,56.3455,-160.99917,0
1983,1150,D-10,31,40500,55.9915,-162.259,0
1983,1151,E-10,31,40500,56.34733,-162.22317,0
1983,1152,F-10,31,40500,56.66017,-162.181,3.354172403
1983,1153,G-10,31,40500,56.99483,-162.19717,0.748910942
1983,1154,H-10,10,40500,57.3185,-162.16333,0
1983,1155,I-10,10,40500,57.65417,-162.15867,0
1983,1156,J-10,10,40500,57.99067,-162.12917,0
1983,1157,K-10,10,40500,58.32917,-162.09533,0
1983,1158,M-08,10,40500,58.99083,-163.34833,0
1983,1159,L-08,10,40500,58.67233,-163.386,0
1983,1160,K-08,10,40500,58.353,-163.39467,0
1983,1161,J-08,10,40500,58.01517,-163.38417,0
1983,1162,I-08,10,40500,57.6735,-163.38,0
1983,1163,H-08,10,40500,57.3395,-163.4015,0
1983,1164,G-08,31,40500,57.00633,-163.40617,0
1983,1165,F-08,31,40500,56.6795,-163.38717,0
1983,1166,E-08,31,40500,56.34,-163.40433,0
1983,1167,D-08,31,40500,56.00817,-163.40083,0
1983,1168,C-08,31,40500,55.65417,-163.41517,0
1983,1169,B-08,31,40500,55.33117,-163.40783,0
1983,1170,B-07,31,40500,55.32183,-163.98233,0
1983,1171,C-07,31,40500,55.64917,-164.00717,0
1983,1172,D-07,31,40500,56.0025,-164.0045,0
1983,1173,A-06,31,40500,55.05917,-164.50983,0
1983,1174,B-06,31,40500,55.3215,-164.579,0
1983,1175,C-06,31,40500,55.65483,-164.5775,0
1983,1176,D-06,31,40500,55.99083,-164.57033,0
1983,1177,E-06,31,40500,56.326,-164.577,0
1983,1178,F-06,31,40500,56.656,-164.59,0
1983,1179,G-06,31,40500,56.9955,-164.5905,0
1983,1180,H-06,31,40500,57.32983,-164.6015,0
1983,1181,I-06,10,40500,57.65733,-164.60767,0
1983,1182,J-06,10,40500,57.997,-164.65267,0
1983,1183,K-06,10,40500,58.33783,-164.65933,0
1983,1184,L-06,10,40500,58.65583,-164.65983,0
1983,1185,M-06,10,40500,58.9865,-164.64067,0
1983,1186,N-06,10,40500,59.31883,-164.64317,0
1983,1187,O-04,20,40500,59.6625,-165.93117,0
1983,1188,N-04,20,40500,59.345,-165.94183,0
1983,1189,M-04,20,40500,59.01383,-165.9495,0
1983,1190,L-04,10,40500,58.6755,-165.95967,0
1983,1191,K-04,10,40500,58.35033,-165.923,0
1983,1192,J-04,10,40500,58.01583,-165.89,0
1983,1193,I-04,31,40500,57.67533,-165.89533,0
1983,1194,H-04,31,40500,57.34617,-165.88833,0
1983,1195,G-04,31,40500,57.0155,-165.86717,0
1983,1196,F-04,31,40500,56.68067,-165.83283,0
1983,1197,E-04,31,40500,56.345,-165.78617,0
1983,1198,D-04,31,40500,56.01017,-165.8,0
1983,1199,C-04,50,40500,55.68167,-165.78467,0
1983,1200,B-04,50,40500,55.35333,-165.78033,0
1983,1201,A-04,50,40500,55.01,-165.77467,0
1983,1202,J-02,31,40500,57.99733,-167.18767,0
1983,1203,I-02,31,40500,57.67617,-167.129,0
1983,1204,H-02,31,40500,57.348,-167.12067,0
1983,1205,G-02,31,40500,57.01467,-167.08067,0
1983,1206,F-02,31,40500,56.6855,-167.04867,0
1983,1207,E-02,50,40500,56.34583,-167.03483,0
1983,1208,D-02,50,40500,56.011,-167.00433,0
1983,1209,C-02,50,40500,55.6785,-166.98917,0
1983,1210,B-02,50,40500,55.33267,-166.96883,0
1983,1211,A-02,50,40500,55.0015,-166.93333,0
1983,1212,K-02,20,40500,58.3175,-167.183,0
1983,1213,L-02,20,40500,58.65433,-167.21167,0
1983,1214,M-02,20,40500,58.986,-167.22867,0
1983,1215,N-02,20,40500,59.318,-167.25667,0
1983,1216,O-02,20,40500,59.65,-167.27867,0
1983,1217,Q-18,20,40500,60.33283,-168.68367,0
1983,1218,P-18,20,40500,60.01467,-168.65633,0
1983,1219,O-18,20,40500,59.6815,-168.61533,0
1983,1220,N-18,20,40500,59.34267,-168.54167,0
1983,1221,M-18,20,40500,59.00283,-168.51,0
1983,1222,L-18,20,40500,58.67767,-168.5095,0
1983,1223,K-18,41,40500,58.34217,-168.45417,0
1983,1224,J-18,42,40500,58.008,-168.4075,0
1983,1225,JI1918,42,40500,57.84433,-168.6405,0
1983,1226,I-18,42,40500,57.67233,-168.41883,0
1983,1227,IH1918,42,40500,57.51383,-168.65867,0
1983,1228,H-18,32,40500,57.35183,-168.36933,0
1983,1229,HG1918,32,40500,57.17883,-168.6415,0
1983,1231,G-18,32,40500,56.99333,-168.29667,1.445237099
1983,1232,GF1918,32,40500,56.8455,-168.61833,2.409013534
1983,1233,F-18,50,40500,56.67267,-168.297,14.68374091
1983,1234,E-18,50,40500,56.34033,-168.23517,0
1983,1235,D-18,50,40500,56.01383,-168.21517,0
1983,1236,C-18,50,40500,55.677,-168.18967,0
1983,1238,E-20,50,40500,56.36367,-169.49967,0.955765262
1983,1240,F-20,32,40500,56.67283,-169.50567,4.702700008
1983,1241,GF2120,42,40500,56.83183,-169.87767,2.277832835
1983,1242,G-20,42,40500,56.98883,-169.57517,0
1983,1243,HG2120,42,40500,57.16717,-169.85733,0
1983,1244,H-20,42,40500,57.32533,-169.61567,0
1983,1245,IH2120,42,40500,57.48483,-169.99267,0
1983,1246,I-20,42,40500,57.65467,-169.67883,0
1983,1247,JI2120,42,40500,57.82783,-169.99333,0.717030335
1983,1248,J-20,42,40500,57.9885,-169.68117,0.242455684
1983,1249,K-20,41,40500,58.32217,-169.72133,0
1983,1250,L-20,41,40500,58.6565,-169.77467,0
1983,1251,M-20,41,40500,58.98867,-169.83217,0
1983,1252,N-20,41,40500,59.322,-169.858,0
1983,1253,O-20,41,40500,59.6595,-169.90867,0
1983,1254,P-20,41,40500,59.986,-169.96367,0
1983,1255,Q-20,20,40500,60.31983,-170.00067,0
1983,1256,S-22,41,40500,61.003,-171.40717,0
1983,1257,R-22,41,40500,60.675,-171.39183,0
1983,1258,Q-22,41,40500,60.34333,-171.35367,0
1983,1259,P-22,41,40500,60.00867,-171.28617,0.201048306
1983,1260,O-22,41,40500,59.6725,-171.2325,0.103231416
1983,1261,N-22,41,40500,59.34467,-171.19483,0.296934644
1983,1262,M-22,41,40500,58.98433,-171.16817,0
1983,1263,L-22,41,40500,58.6745,-171.17833,0.38904414
1983,1264,K-22,41,40500,58.343,-171.0405,1.070446445
1983,1265,J-22,42,40500,58.00733,-170.98983,6.592513183
1983,1266,I-22,42,40500,57.67917,-170.898,15.07444818
1983,1267,H-22,42,40500,57.3475,-170.87867,7.513550162
1983,1268,G-22,42,40500,57.01167,-170.80317,4.854644599
1983,1269,F-22,61,40500,56.67667,-170.75133,0.149130332
1983,1270,E-22,61,40500,56.3455,-170.69583,0
1983,1271,F-24,61,40500,56.6685,-171.97583,0
1983,1272,G-24,61,40500,56.99133,-172.0305,0
1983,1273,H-24,61,40500,57.32383,-172.0765,0
1983,1274,I-24,61,40500,57.6565,-172.14883,0
1983,1275,J-24,61,40500,57.9925,-172.255,0
1983,1276,K-24,61,40500,58.32517,-172.26117,0
1983,1277,L-24,61,40500,58.65683,-172.36033,0
1983,1278,M-24,41,40500,58.98933,-172.41767,0
1983,1279,N-24,43,40500,59.32367,-172.51317,0
1983,1280,ON2524,43,40500,59.49283,-172.81533,0
1983,1281,O-24,43,40500,59.65267,-172.57533,0
1983,1282,PO2524,43,40500,59.8455,-172.85983,0
1983,1283,P-24,43,40500,59.96783,-172.71,0
1983,1284,QP2524,43,40500,60.17733,-172.996,0
1983,1285,S-24,41,40500,60.98217,-172.806,0
1983,1286,R-24,41,40500,60.67883,-172.70583,0
1983,1287,G-26,61,40500,56.98517,-173.27967,0
1983,1288,H-26,61,40500,57.32433,-173.324,0
1983,1289,I-26,61,40500,57.69483,-173.41317,0
1983,1290,J-26,61,40500,57.98917,-173.48383,0
1983,1291,K-26,61,40500,58.32583,-173.54567,0
1983,1292,L-26,61,40500,58.6605,-173.62967,0
1983,1293,M-26,61,40500,58.98733,-173.70217,0
1983,1294,N-26,62,40500,59.32517,-173.78167,0
1983,1295,O-26,62,40500,59.64283,-173.85283,0
1983,1296,PO2726,62,40500,59.82417,-174.22267,0
1983,1297,P-26,43,40500,59.994,-173.929,0
1983,1298,QP2726,43,40500,60.15983,-174.329,1.638086716
1983,1299,Q-26,43,40500,60.32183,-174.08383,1.636019607
1983,1300,R-26,41,40500,60.6555,-174.12417,3.366650604
1983,1301,S-26,41,40500,60.98267,-174.188,0.560537543
1983,1302,R-28,61,40500,60.67167,-175.42367,0
1983,1303,Q-28,61,40500,60.34417,-175.385,0
1983,1304,P-28,61,40500,60.011,-175.26783,0
1983,1305,O-28,61,40500,59.67533,-175.19483,0
1983,1306,N-28,61,40500,59.3455,-175.109,0
1983,1307,M-28,61,40500,58.99583,-174.96817,0
1983,1308,L-28,61,40500,58.73767,-174.9025,0
1983,1309,L-30,61,40500,58.6675,-176.17283,0.276453107
1983,1310,M-30,61,40500,58.98183,-176.32567,0.09363069
1983,1311,N-30,61,40500,59.328,-176.36367,0
1983,1312,O-30,61,40500,59.65117,-176.561,0
